category,search_term,matches_found,candidate_paths,evidence_type,usable_for_readiness,notes
pump_gate_operations,gate,79,README.md; analysis/phase26_strong_physics_constraint_feasibility/conservation_residual_by_run.csv; analysis/phase26_strong_physics_constraint_feasibility/conservation_residual_by_seed.csv; analysis/phase26_strong_physics_constraint_feasibility/conservation_residual_phase_delta.csv; analysis/phase26_strong_physics_constraint_feasibility/conservation_residual_summary.md; analysis/phase26_strong_physics_constraint_feasibility/physics_input_audit.json; analysis/phase26_strong_physics_constraint_feasibility/physics_input_audit.md; analysis/phase26_strong_physics_constraint_feasibility/summary.json; analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json; analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.md; configs/train_phase10_margin_aware_boundary_band_seed123_40e.json; configs/train_phase10_margin_aware_boundary_band_seed202_40e.json; configs/train_phase10_margin_aware_boundary_band_seed42_40e.json; configs/train_phase25_target_wet_recall_seed123_40e.json; configs/train_phase25_target_wet_recall_seed202_40e.json; configs/train_phase25_target_wet_recall_seed42_40e.json; configs/train_phase27_volume_response_seed42_40e.json; configs/train_phase29_tolerance_band_volume_seed42_40e.json; configs/train_phase36_manhole_false_dry_guardrail_seed42_40e.json; datasets/urbanflood24_lite_adapter.py; docs/README_stage2a.md; docs/experiment_index.md; docs/manuscript_draft_reliability_aware_urban_flood_warning.md; docs/manuscript_evidence_figure_table_alignment.md; docs/manuscript_full_draft_reliability_aware_urban_flood_warning.md; docs/manuscript_reliability_aware_warning_layer.md; docs/manuscript_structure_and_submission_consolidation.md; docs/phase12_reliability_applicability_findings.md; docs/phase12_reliability_applicability_plan.md; docs/phase13_failure_case_visual_summary_plan.md,code_or_script; csv_or_table; documentation_or_report; json_or_config,candidate_only; no,"Documentation mentions are treated as context only, not aligned data evidence."
pump_gate_operations,sluice,0,,,no,"Documentation mentions are treated as context only, not aligned data evidence."
pump_gate_operations,operation,35,README.md; analysis/phase26_strong_physics_constraint_feasibility/conservation_residual_summary.md; analysis/phase26_strong_physics_constraint_feasibility/physics_input_audit.json; analysis/phase26_strong_physics_constraint_feasibility/physics_input_audit.md; analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json; analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.md; docs/experiment_index.md; docs/manuscript_draft_reliability_aware_urban_flood_warning.md; docs/manuscript_evidence_figure_table_alignment.md; docs/manuscript_full_draft_reliability_aware_urban_flood_warning.md; docs/manuscript_reliability_aware_warning_layer.md; docs/manuscript_structure_and_submission_consolidation.md; docs/phase14_uncertainty_confidence_diagnostics_findings.md; docs/phase14_uncertainty_confidence_diagnostics_plan.md; docs/phase15_reliability_screening_risk_mapping_findings.md; docs/phase16_reliability_warning_applicability_findings.md; docs/phase16_reliability_warning_applicability_plan.md; docs/phase17_reliability_warning_framework_synthesis.md; docs/phase18_manuscript_reliability_warning_layer_plan.md; docs/phase19_manuscript_structure_consolidation_plan.md; docs/phase21_manuscript_evidence_figure_alignment_plan.md; docs/phase23_reliability_warning_case_study_findings.md; docs/phase25_physics_consistency_guided_refinement_plan.md; docs/phase25_three_seed_target_wet_recall_synthesis_findings.md; docs/phase26_strong_physics_constraint_feasibility_findings.md; docs/phase26_strong_physics_constraint_feasibility_plan.md; docs/phase30_strong_physics_boundary_synthesis.md; docs/phase30_strong_physics_boundary_synthesis_plan.md; docs/phase31_physics_input_recovery_readiness_findings.md; docs/phase31_physics_input_recovery_readiness_plan.md,documentation_or_report; json_or_config,candidate_only; no,"Documentation mentions are treated as context only, not aligned data evidence."
pump_gate_operations,control,35,README.md; analysis/phase26_strong_physics_constraint_feasibility/physics_input_audit.json; docs/experiment_index.md; docs/manuscript_draft_reliability_aware_urban_flood_warning.md; docs/manuscript_full_draft_reliability_aware_urban_flood_warning.md; docs/manuscript_reliability_aware_warning_layer.md; docs/phase16_reliability_warning_applicability_findings.md; docs/phase22_manuscript_full_draft_expansion_plan.md; docs/phase24_physical_consistency_deepening_findings.md; docs/phase24_physical_consistency_deepening_plan.md; docs/phase25_physics_consistency_guided_refinement_plan.md; docs/phase25_target_wet_recall_implementation_note.md; docs/phase25_target_wet_recall_pilot_findings.md; docs/phase25_three_seed_target_wet_recall_synthesis_findings.md; docs/phase26_strong_physics_constraint_feasibility_findings.md; docs/phase26_strong_physics_constraint_feasibility_plan.md; docs/phase27_conservative_volume_response_consistency_plan.md; docs/phase27_seed42_volume_response_pilot_findings.md; docs/phase29_seed42_tolerance_band_volume_findings.md; docs/phase29_tolerance_band_volume_consistency_plan.md; docs/phase31_physics_input_recovery_readiness_findings.md; docs/phase32_domain_boundary_aware_physical_consistency_plan.md; docs/phase34_pilot_threshold_formalization_findings.md; docs/phase36_manhole_false_dry_guardrail_code_smoke_plan.md; docs/phase39_failed_pilot_tradeoff_diagnosis_findings.md; docs/phase40_failed_pilot_design_review_next_constraint_plan.md; docs/phase41_swe_data_readiness_audit_plan.md; docs/phase6_pilot_a_results.md; docs/phase7_adapt010_results.md; docs/phase8_batch1_results.md,documentation_or_report; json_or_config,candidate_only; no,"Documentation mentions are treated as context only, not aligned data evidence."
pump_gate_operations,discharge,11,analysis/phase26_strong_physics_constraint_feasibility/physics_input_audit.json; analysis/phase26_strong_physics_constraint_feasibility/physics_input_audit.md; analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json; analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.md; docs/phase24_physical_consistency_deepening_findings.md; docs/phase26_strong_physics_constraint_feasibility_findings.md; docs/phase26_strong_physics_constraint_feasibility_plan.md; docs/phase30_strong_physics_boundary_synthesis_plan.md; docs/phase31_physics_input_recovery_readiness_findings.md; docs/phase31_physics_input_recovery_readiness_plan.md; docs/phase41_swe_data_readiness_audit_plan.md,documentation_or_report; json_or_config,candidate_only; no,"Documentation mentions are treated as context only, not aligned data evidence."
pump_gate_operations,station,0,,,no,"Documentation mentions are treated as context only, not aligned data evidence."
hydrodynamic_state_variables,water_depth,0,,,no,"Documentation mentions are treated as context only, not aligned data evidence."
hydrodynamic_state_variables,depth,1051,README.md; analysis/phase26_strong_physics_constraint_feasibility/conservation_residual_by_run.csv; analysis/phase26_strong_physics_constraint_feasibility/conservation_residual_by_seed.csv; analysis/phase26_strong_physics_constraint_feasibility/conservation_residual_phase_delta.csv; analysis/phase26_strong_physics_constraint_feasibility/conservation_residual_summary.md; analysis/phase26_strong_physics_constraint_feasibility/physics_input_audit.json; analysis/phase26_strong_physics_constraint_feasibility/physics_input_audit.md; analysis/phase26_strong_physics_constraint_feasibility/summary.json; analysis/phase31_physics_input_recovery_readiness/domain_boundary_mask_inspection.md; analysis/phase31_physics_input_recovery_readiness/masked_physical_error_by_phase.csv; analysis/phase31_physics_input_recovery_readiness/masked_physical_error_by_region.csv; analysis/phase31_physics_input_recovery_readiness/masked_physical_error_delta_phase29_vs_phase27.csv; analysis/phase31_physics_input_recovery_readiness/masked_physical_error_findings.md; analysis/phase31_physics_input_recovery_readiness/masked_physical_error_summary.json; analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json; configs/ablation_non_negativity.json; configs/ablation_rainfall_only_debug.json; configs/ablation_rainfall_topography_continuity.json; configs/ablation_topography_only_debug.json; configs/ablation_wet_dry.json; configs/train_baseline.json; configs/train_baseline_20epoch.json; configs/train_baseline_5epoch.json; configs/train_baseline_debug.json; configs/train_phase10_margin_aware_boundary_band_seed123_40e.json; configs/train_phase10_margin_aware_boundary_band_seed202_40e.json; configs/train_phase10_margin_aware_boundary_band_seed42_40e.json; configs/train_phase25_target_wet_recall_seed123_40e.json; configs/train_phase25_target_wet_recall_seed202_40e.json; configs/train_phase25_target_wet_recall_seed42_40e.json,csv_or_table; documentation_or_report; json_or_config,candidate_only; no,"Documentation mentions are treated as context only, not aligned data evidence."
hydrodynamic_state_variables,h,4,README.md; datasets/urbanflood24_lite_adapter.py; docs/phase26_strong_physics_constraint_feasibility_plan.md; models/unet_tcn.py,code_or_script; documentation_or_report,candidate_only; no,"Documentation mentions are treated as context only, not aligned data evidence."
hydrodynamic_state_variables,flood,83,README.md; analysis/phase26_strong_physics_constraint_feasibility/physics_input_audit.json; analysis/phase26_strong_physics_constraint_feasibility/physics_input_audit.md; analysis/phase31_physics_input_recovery_readiness/domain_boundary_mask_inspection.md; analysis/phase31_physics_input_recovery_readiness/domain_boundary_mask_summary.csv; analysis/phase31_physics_input_recovery_readiness/domain_boundary_mask_summary.json; analysis/phase31_physics_input_recovery_readiness/masked_physical_error_findings.md; analysis/phase31_physics_input_recovery_readiness/masked_physical_error_summary.json; analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json; analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.md; analysis/phase31_physics_input_recovery_readiness/static_map_channel_summary.csv; analysis/phase31_physics_input_recovery_readiness/static_map_inspection.md; analysis/phase31_physics_input_recovery_readiness/static_map_inspection_summary.json; analysis/phase31_physics_input_recovery_readiness/static_map_train_test_consistency.csv; configs/ablation_non_negativity.json; configs/ablation_rainfall_only_debug.json; configs/ablation_rainfall_topography_continuity.json; configs/ablation_topography_only_debug.json; configs/ablation_wet_dry.json; configs/train_baseline.json; configs/train_baseline_20epoch.json; configs/train_baseline_5epoch.json; configs/train_baseline_debug.json; configs/train_phase10_margin_aware_boundary_band_seed123_40e.json; configs/train_phase10_margin_aware_boundary_band_seed202_40e.json; configs/train_phase10_margin_aware_boundary_band_seed42_40e.json; configs/train_phase25_target_wet_recall_seed123_40e.json; configs/train_phase25_target_wet_recall_seed202_40e.json; configs/train_phase25_target_wet_recall_seed42_40e.json; configs/train_phase27_volume_response_seed42_40e.json,code_or_script; csv_or_table; documentation_or_report; json_or_config,candidate_only; no,"Documentation mentions are treated as context only, not aligned data evidence."
hydrodynamic_state_variables,velocity,28,README.md; analysis/phase26_strong_physics_constraint_feasibility/conservation_residual_summary.md; analysis/phase26_strong_physics_constraint_feasibility/physics_input_audit.json; analysis/phase26_strong_physics_constraint_feasibility/physics_input_audit.md; analysis/phase31_physics_input_recovery_readiness/domain_boundary_mask_inspection.md; analysis/phase31_physics_input_recovery_readiness/domain_boundary_mask_summary.json; analysis/phase31_physics_input_recovery_readiness/masked_physical_error_summary.json; analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json; analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.md; analysis/phase31_physics_input_recovery_readiness/static_map_inspection.md; analysis/phase31_physics_input_recovery_readiness/static_map_inspection_summary.json; docs/experiment_index.md; docs/phase24_physical_consistency_deepening_findings.md; docs/phase25_physics_consistency_guided_refinement_plan.md; docs/phase25_target_wet_recall_implementation_note.md; docs/phase25_three_seed_target_wet_recall_synthesis_findings.md; docs/phase26_strong_physics_constraint_feasibility_findings.md; docs/phase26_strong_physics_constraint_feasibility_plan.md; docs/phase30_strong_physics_boundary_synthesis.md; docs/phase30_strong_physics_boundary_synthesis_plan.md; docs/phase31_physics_input_recovery_readiness_findings.md; docs/phase31_physics_input_recovery_readiness_plan.md; docs/phase32_domain_boundary_aware_design.md; docs/phase32_domain_boundary_aware_physical_consistency_findings.md; docs/phase32_domain_boundary_aware_physical_consistency_plan.md; docs/phase40_failed_pilot_design_review_next_constraint_findings.md; docs/phase41_swe_data_readiness_audit_plan.md; docs/project_status.md,documentation_or_report; json_or_config,candidate_only; no,"Documentation mentions are treated as context only, not aligned data evidence."
hydrodynamic_state_variables,flux,32,README.md; analysis/phase26_strong_physics_constraint_feasibility/conservation_residual_summary.md; analysis/phase26_strong_physics_constraint_feasibility/physics_input_audit.json; analysis/phase26_strong_physics_constraint_feasibility/physics_input_audit.md; analysis/phase31_physics_input_recovery_readiness/domain_boundary_mask_inspection.md; analysis/phase31_physics_input_recovery_readiness/domain_boundary_mask_summary.json; analysis/phase31_physics_input_recovery_readiness/masked_physical_error_findings.md; analysis/phase31_physics_input_recovery_readiness/masked_physical_error_summary.json; analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json; analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.md; analysis/phase31_physics_input_recovery_readiness/static_map_inspection.md; analysis/phase31_physics_input_recovery_readiness/static_map_inspection_summary.json; docs/experiment_index.md; docs/phase24_physical_consistency_deepening_findings.md; docs/phase25_physics_consistency_guided_refinement_plan.md; docs/phase25_target_wet_recall_implementation_note.md; docs/phase25_three_seed_target_wet_recall_synthesis_findings.md; docs/phase26_strong_physics_constraint_feasibility_findings.md; docs/phase26_strong_physics_constraint_feasibility_plan.md; docs/phase27_conservative_volume_response_consistency_plan.md; docs/phase27_seed42_volume_response_pilot_findings.md; docs/phase30_strong_physics_boundary_synthesis.md; docs/phase30_strong_physics_boundary_synthesis_plan.md; docs/phase31_physics_input_recovery_readiness_findings.md; docs/phase31_physics_input_recovery_readiness_plan.md; docs/phase32_domain_boundary_aware_design.md; docs/phase32_domain_boundary_aware_physical_consistency_findings.md; docs/phase32_domain_boundary_aware_physical_consistency_plan.md; docs/phase33_seed42_pilot_readiness_review_plan.md; docs/phase40_failed_pilot_design_review_next_constraint_findings.md,documentation_or_report; json_or_config,candidate_only; no,"Documentation mentions are treated as context only, not aligned data evidence."
hydrodynamic_state_variables,momentum,1,docs/phase30_strong_physics_boundary_synthesis.md,documentation_or_report,no,"Documentation mentions are treated as context only, not aligned data evidence."
hydrodynamic_state_variables,discharge,11,analysis/phase26_strong_physics_constraint_feasibility/physics_input_audit.json; analysis/phase26_strong_physics_constraint_feasibility/physics_input_audit.md; analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json; analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.md; docs/phase24_physical_consistency_deepening_findings.md; docs/phase26_strong_physics_constraint_feasibility_findings.md; docs/phase26_strong_physics_constraint_feasibility_plan.md; docs/phase30_strong_physics_boundary_synthesis_plan.md; docs/phase31_physics_input_recovery_readiness_findings.md; docs/phase31_physics_input_recovery_readiness_plan.md; docs/phase41_swe_data_readiness_audit_plan.md,documentation_or_report; json_or_config,candidate_only; no,"Documentation mentions are treated as context only, not aligned data evidence."
rainfall_source_alignment,rainfall,148,README.md; analysis/phase26_strong_physics_constraint_feasibility/physics_input_audit.json; analysis/phase26_strong_physics_constraint_feasibility/physics_input_audit.md; analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json; analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.md; configs/ablation_non_negativity.json; configs/ablation_rainfall_only_debug.json; configs/ablation_rainfall_topography_continuity.json; configs/ablation_topography_only_debug.json; configs/ablation_wet_dry.json; configs/train_baseline.json; configs/train_baseline_20epoch.json; configs/train_baseline_5epoch.json; configs/train_baseline_debug.json; configs/train_phase10_margin_aware_boundary_band_seed123_40e.json; configs/train_phase10_margin_aware_boundary_band_seed202_40e.json; configs/train_phase10_margin_aware_boundary_band_seed42_40e.json; configs/train_phase25_target_wet_recall_seed123_40e.json; configs/train_phase25_target_wet_recall_seed202_40e.json; configs/train_phase25_target_wet_recall_seed42_40e.json; configs/train_phase27_volume_response_seed42_40e.json; configs/train_phase29_tolerance_band_volume_seed42_40e.json; configs/train_phase36_manhole_false_dry_guardrail_seed42_40e.json; configs/train_stage2b_phase1.json; configs/train_stage2b_phase1_20epoch.json; configs/train_stage2b_phase1_5epoch.json; configs/train_stage2b_phase1_debug.json; configs/train_stage2b_phase2.json; configs/train_stage2b_phase2_debug.json; configs/train_stage2b_phase3.json,code_or_script; documentation_or_report; json_or_config,candidate_only; no,"Documentation mentions are treated as context only, not aligned data evidence."
rainfall_source_alignment,precip,0,,,no,"Documentation mentions are treated as context only, not aligned data evidence."
rainfall_source_alignment,alignment,970,README.md; analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json; analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.md; configs/urbanflood24_lite_adapter.json; datasets/__init__.py; datasets/rainfall_alignment.py; datasets/urbanflood24_lite_adapter.py; docs/README_stage2a.md; docs/experiment_index.md; docs/manuscript_evidence_figure_table_alignment.md; docs/manuscript_full_draft_reliability_aware_urban_flood_warning.md; docs/phase13_failure_case_visual_summary_findings.md; docs/phase21_manuscript_evidence_figure_alignment_plan.md; docs/phase22_manuscript_full_draft_expansion_plan.md; docs/phase25_seed42_guardrail_findings.md; docs/phase25_target_wet_recall_pilot_findings.md; docs/phase25_three_seed_target_wet_recall_synthesis_findings.md; docs/phase31_physics_input_recovery_readiness_plan.md; docs/phase40_failed_pilot_design_review_next_constraint_plan.md; docs/phase41_swe_data_readiness_audit_plan.md; docs/project_status.md; runs/ablation_phase2_rainfall_only/visualizations/epoch_001/val_batch_0000/summary.json; runs/ablation_phase2_rainfall_only/visualizations/epoch_001/val_batch_0001/summary.json; runs/ablation_phase2_rainfall_only/visualizations/epoch_002/val_batch_0000/summary.json; runs/ablation_phase2_rainfall_only/visualizations/epoch_002/val_batch_0001/summary.json; runs/ablation_phase2_rainfall_only/visualizations/epoch_003/val_batch_0000/summary.json; runs/ablation_phase2_rainfall_only/visualizations/epoch_003/val_batch_0001/summary.json; runs/ablation_phase2_rainfall_only/visualizations/epoch_004/val_batch_0000/summary.json; runs/ablation_phase2_rainfall_only/visualizations/epoch_004/val_batch_0001/summary.json; runs/ablation_phase2_rainfall_only/visualizations/epoch_005/val_batch_0000/summary.json,code_or_script; documentation_or_report; json_or_config,candidate_only; no,"Documentation mentions are treated as context only, not aligned data evidence."
rainfall_source_alignment,input_steps,958,README.md; analysis/phase26_strong_physics_constraint_feasibility/physics_input_audit.json; analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json; configs/urbanflood24_lite_adapter.json; datasets/urbanflood24_lite_adapter.py; docs/manuscript_draft_reliability_aware_urban_flood_warning.md; docs/manuscript_evidence_figure_table_alignment.md; docs/manuscript_full_draft_reliability_aware_urban_flood_warning.md; models/unet_tcn.py; runs/ablation_phase2_rainfall_only/visualizations/epoch_001/val_batch_0000/summary.json; runs/ablation_phase2_rainfall_only/visualizations/epoch_001/val_batch_0001/summary.json; runs/ablation_phase2_rainfall_only/visualizations/epoch_002/val_batch_0000/summary.json; runs/ablation_phase2_rainfall_only/visualizations/epoch_002/val_batch_0001/summary.json; runs/ablation_phase2_rainfall_only/visualizations/epoch_003/val_batch_0000/summary.json; runs/ablation_phase2_rainfall_only/visualizations/epoch_003/val_batch_0001/summary.json; runs/ablation_phase2_rainfall_only/visualizations/epoch_004/val_batch_0000/summary.json; runs/ablation_phase2_rainfall_only/visualizations/epoch_004/val_batch_0001/summary.json; runs/ablation_phase2_rainfall_only/visualizations/epoch_005/val_batch_0000/summary.json; runs/ablation_phase2_rainfall_only/visualizations/epoch_005/val_batch_0001/summary.json; runs/ablation_phase2_rainfall_only/visualizations/epoch_006/val_batch_0000/summary.json; runs/ablation_phase2_rainfall_only/visualizations/epoch_006/val_batch_0001/summary.json; runs/ablation_phase2_rainfall_only/visualizations/epoch_007/val_batch_0000/summary.json; runs/ablation_phase2_rainfall_only/visualizations/epoch_007/val_batch_0001/summary.json; runs/ablation_phase2_rainfall_only/visualizations/epoch_008/val_batch_0000/summary.json; runs/ablation_phase2_rainfall_only/visualizations/epoch_008/val_batch_0001/summary.json; runs/ablation_phase2_rainfall_only/visualizations/epoch_009/val_batch_0000/summary.json; runs/ablation_phase2_rainfall_only/visualizations/epoch_009/val_batch_0001/summary.json; runs/ablation_phase2_rainfall_only/visualizations/epoch_010/val_batch_0000/summary.json; runs/ablation_phase2_rainfall_only/visualizations/epoch_010/val_batch_0001/summary.json; runs/ablation_phase2_rainfall_only/visualizations/epoch_011/val_batch_0000/summary.json,code_or_script; documentation_or_report; json_or_config,candidate_only; no,"Documentation mentions are treated as context only, not aligned data evidence."
rainfall_source_alignment,pred_steps,957,README.md; analysis/phase26_strong_physics_constraint_feasibility/physics_input_audit.json; analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json; configs/urbanflood24_lite_adapter.json; datasets/urbanflood24_lite_adapter.py; docs/manuscript_draft_reliability_aware_urban_flood_warning.md; docs/manuscript_evidence_figure_table_alignment.md; docs/manuscript_full_draft_reliability_aware_urban_flood_warning.md; runs/ablation_phase2_rainfall_only/visualizations/epoch_001/val_batch_0000/summary.json; runs/ablation_phase2_rainfall_only/visualizations/epoch_001/val_batch_0001/summary.json; runs/ablation_phase2_rainfall_only/visualizations/epoch_002/val_batch_0000/summary.json; runs/ablation_phase2_rainfall_only/visualizations/epoch_002/val_batch_0001/summary.json; runs/ablation_phase2_rainfall_only/visualizations/epoch_003/val_batch_0000/summary.json; runs/ablation_phase2_rainfall_only/visualizations/epoch_003/val_batch_0001/summary.json; runs/ablation_phase2_rainfall_only/visualizations/epoch_004/val_batch_0000/summary.json; runs/ablation_phase2_rainfall_only/visualizations/epoch_004/val_batch_0001/summary.json; runs/ablation_phase2_rainfall_only/visualizations/epoch_005/val_batch_0000/summary.json; runs/ablation_phase2_rainfall_only/visualizations/epoch_005/val_batch_0001/summary.json; runs/ablation_phase2_rainfall_only/visualizations/epoch_006/val_batch_0000/summary.json; runs/ablation_phase2_rainfall_only/visualizations/epoch_006/val_batch_0001/summary.json; runs/ablation_phase2_rainfall_only/visualizations/epoch_007/val_batch_0000/summary.json; runs/ablation_phase2_rainfall_only/visualizations/epoch_007/val_batch_0001/summary.json; runs/ablation_phase2_rainfall_only/visualizations/epoch_008/val_batch_0000/summary.json; runs/ablation_phase2_rainfall_only/visualizations/epoch_008/val_batch_0001/summary.json; runs/ablation_phase2_rainfall_only/visualizations/epoch_009/val_batch_0000/summary.json; runs/ablation_phase2_rainfall_only/visualizations/epoch_009/val_batch_0001/summary.json; runs/ablation_phase2_rainfall_only/visualizations/epoch_010/val_batch_0000/summary.json; runs/ablation_phase2_rainfall_only/visualizations/epoch_010/val_batch_0001/summary.json; runs/ablation_phase2_rainfall_only/visualizations/epoch_011/val_batch_0000/summary.json; runs/ablation_phase2_rainfall_only/visualizations/epoch_011/val_batch_0001/summary.json,code_or_script; documentation_or_report; json_or_config,candidate_only; no,"Documentation mentions are treated as context only, not aligned data evidence."
rainfall_source_alignment,mass_preserving,953,configs/urbanflood24_lite_adapter.json; datasets/rainfall_alignment.py; datasets/urbanflood24_lite_adapter.py; docs/README_stage2a.md; runs/ablation_phase2_rainfall_only/visualizations/epoch_001/val_batch_0000/summary.json; runs/ablation_phase2_rainfall_only/visualizations/epoch_001/val_batch_0001/summary.json; runs/ablation_phase2_rainfall_only/visualizations/epoch_002/val_batch_0000/summary.json; runs/ablation_phase2_rainfall_only/visualizations/epoch_002/val_batch_0001/summary.json; runs/ablation_phase2_rainfall_only/visualizations/epoch_003/val_batch_0000/summary.json; runs/ablation_phase2_rainfall_only/visualizations/epoch_003/val_batch_0001/summary.json; runs/ablation_phase2_rainfall_only/visualizations/epoch_004/val_batch_0000/summary.json; runs/ablation_phase2_rainfall_only/visualizations/epoch_004/val_batch_0001/summary.json; runs/ablation_phase2_rainfall_only/visualizations/epoch_005/val_batch_0000/summary.json; runs/ablation_phase2_rainfall_only/visualizations/epoch_005/val_batch_0001/summary.json; runs/ablation_phase2_rainfall_only/visualizations/epoch_006/val_batch_0000/summary.json; runs/ablation_phase2_rainfall_only/visualizations/epoch_006/val_batch_0001/summary.json; runs/ablation_phase2_rainfall_only/visualizations/epoch_007/val_batch_0000/summary.json; runs/ablation_phase2_rainfall_only/visualizations/epoch_007/val_batch_0001/summary.json; runs/ablation_phase2_rainfall_only/visualizations/epoch_008/val_batch_0000/summary.json; runs/ablation_phase2_rainfall_only/visualizations/epoch_008/val_batch_0001/summary.json; runs/ablation_phase2_rainfall_only/visualizations/epoch_009/val_batch_0000/summary.json; runs/ablation_phase2_rainfall_only/visualizations/epoch_009/val_batch_0001/summary.json; runs/ablation_phase2_rainfall_only/visualizations/epoch_010/val_batch_0000/summary.json; runs/ablation_phase2_rainfall_only/visualizations/epoch_010/val_batch_0001/summary.json; runs/ablation_phase2_rainfall_only/visualizations/epoch_011/val_batch_0000/summary.json; runs/ablation_phase2_rainfall_only/visualizations/epoch_011/val_batch_0001/summary.json; runs/ablation_phase2_rainfall_only/visualizations/epoch_012/val_batch_0000/summary.json; runs/ablation_phase2_rainfall_only/visualizations/epoch_012/val_batch_0001/summary.json; runs/ablation_phase2_rainfall_only/visualizations/epoch_013/val_batch_0000/summary.json; runs/ablation_phase2_rainfall_only/visualizations/epoch_013/val_batch_0001/summary.json,code_or_script; documentation_or_report; json_or_config,candidate_only; no,"Documentation mentions are treated as context only, not aligned data evidence."
rainfall_source_alignment,future_rainfall,4,datasets/urbanflood24_lite_adapter.py; docs/README_stage2a.md; docs/phase9_interpretability_findings.md; models/unet_tcn.py,code_or_script; documentation_or_report,candidate_only; no,"Documentation mentions are treated as context only, not aligned data evidence."
DEM/static_elevation_alignment,absolute_dem,18,README.md; analysis/phase31_physics_input_recovery_readiness/domain_boundary_mask_inspection.md; analysis/phase31_physics_input_recovery_readiness/domain_boundary_mask_summary.csv; analysis/phase31_physics_input_recovery_readiness/domain_boundary_mask_summary.json; analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json; analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.md; analysis/phase31_physics_input_recovery_readiness/static_map_channel_summary.csv; analysis/phase31_physics_input_recovery_readiness/static_map_inspection.md; analysis/phase31_physics_input_recovery_readiness/static_map_train_test_consistency.csv; datasets/urbanflood24_lite_adapter.py; docs/README_stage2a.md; docs/experiment_index.md; docs/manuscript_draft_reliability_aware_urban_flood_warning.md; docs/manuscript_full_draft_reliability_aware_urban_flood_warning.md; docs/phase31_physics_input_recovery_readiness_findings.md; docs/phase32_domain_boundary_aware_design.md; docs/phase32_domain_boundary_aware_physical_consistency_findings.md; docs/project_status.md,code_or_script; csv_or_table; documentation_or_report; json_or_config,candidate_only; no,"Documentation mentions are treated as context only, not aligned data evidence."
DEM/static_elevation_alignment,dem,66,README.md; analysis/phase26_strong_physics_constraint_feasibility/physics_input_audit.json; analysis/phase26_strong_physics_constraint_feasibility/physics_input_audit.md; analysis/phase31_physics_input_recovery_readiness/domain_boundary_mask_inspection.md; analysis/phase31_physics_input_recovery_readiness/domain_boundary_mask_summary.csv; analysis/phase31_physics_input_recovery_readiness/domain_boundary_mask_summary.json; analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json; analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.md; analysis/phase31_physics_input_recovery_readiness/static_map_channel_summary.csv; analysis/phase31_physics_input_recovery_readiness/static_map_inspection.md; analysis/phase31_physics_input_recovery_readiness/static_map_inspection_summary.json; analysis/phase31_physics_input_recovery_readiness/static_map_location_summary.csv; analysis/phase31_physics_input_recovery_readiness/static_map_train_test_consistency.csv; configs/ablation_non_negativity.json; configs/ablation_rainfall_only_debug.json; configs/ablation_rainfall_topography_continuity.json; configs/ablation_topography_only_debug.json; configs/ablation_wet_dry.json; configs/train_baseline.json; configs/train_baseline_20epoch.json; configs/train_baseline_5epoch.json; configs/train_baseline_debug.json; configs/train_phase10_margin_aware_boundary_band_seed123_40e.json; configs/train_phase10_margin_aware_boundary_band_seed202_40e.json; configs/train_phase10_margin_aware_boundary_band_seed42_40e.json; configs/train_phase25_target_wet_recall_seed123_40e.json; configs/train_phase25_target_wet_recall_seed202_40e.json; configs/train_phase25_target_wet_recall_seed42_40e.json; configs/train_phase27_volume_response_seed42_40e.json; configs/train_phase29_tolerance_band_volume_seed42_40e.json,code_or_script; csv_or_table; documentation_or_report; json_or_config,candidate_only; no,"Documentation mentions are treated as context only, not aligned data evidence."
